Name;Category;Description;Price before tax;Tax Rule ID;Quantity;Image
Koszulki Dragon Shield Sleeves DS60 Classic – Tangerine;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 60 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 60 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;9;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10730-DS60-CLASSIC-TANGERINE-box_front_1200x1200px.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Nebula;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";29.26;1;1;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11054-DS100-MATTE-NEBULA-box_front_1200x1200px.jpg
100 TCG Guru Perfect Slim Fit Inner Sleeves;Akcesoria/Koszulki na karty;"TCG Guru Pro-Fit Perfect Slim Sleeves
Fabrycznie nowe, oryginalnie zapakowane.
Pojedyncza paczka, zawiera 100 miękkich, obustronnie przezroczystych koszulek (bez PVC) do kart w rozmiarze 89x64mm (idealne dla gier karcianych MTG, Pokémon i innych kart w tych wymiarach).";7.31;1;6;https://magiccafe.eu/wp-content/uploads/2023/09/2-1.png
Koszulki Dragon Shield Sleeves DS100 Matte – Black;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";26.82;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11002-DS100-MATTE-BLACK-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100  Matte Dual – Justice;Akcesoria/Koszulki na karty;"Dragon Shield – Dual Matte Sleeves – Justice (100szt.)
Standardowy rozmiar koszulek na karty o wymiarach do 63×88 mm. Doskonałe do gier TCG, takich jak MTG, Pokémon, Lorcana i Flesh and Blood!
Wewnątrz koszulek Dual Matte odkryjesz w pełni nieprzezroczyste, czarne wnętrze, które przyniesie eleganckie tło dla kart z czarnymi obramowaniami. Niech twoje karty staną się wyjątkowe dzięki Dual Mattes! Dzięki nieco mniej teksturowanemu grzbietowi w porównaniu do zwykłych koszulek Matte, koszulki Dual Matte zachowują doskonałe wyczucie dłoni i tasują się jak marzenie.";32.51;1;5;https://magiccafe.eu/wp-content/uploads/2024/08/86b638a705e0c65fa32d5a1504fbcfc0.jpg
Koszulki Dragon Shield Sleeves DS100 Classic – Black;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 100 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10002-DS100-CLASSIC-BLACK-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS60J Classic – Clear;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 60 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 60 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Do kart japońskich o wymiarach do 59×86 mm (2-5/16″x3-3/8″)";27.63;1;4;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10601-DS60J-CLASSIC-CLEAR-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Petrol;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;3;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11020-DS100-MATTE-PETROL-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Power;Akcesoria/Koszulki na karty;100 koszulek Dragon Shield Dual Matte Sleeves – Metallic Green / Power (100 Sleeves) pasujących do standardowych gier karcianych LCG i CCG;33.33;1;4;https://magiccafe.eu/wp-content/uploads/2024/08/c85906a110bac7f39987e052139b8684.jpg
Koszulki Dragon Shield Sleeves DS100 Classic – White;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 100 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10005-DS100-CLASSIC-WHITE-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Silver;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;2;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11008-DS100-MATTE-SILVER-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Matte Art – 'King Mothar Vanguard’ Portrait;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Matte Art
Koszulki Matte Art łączą teksturowane tło z niesamowitą grafiką, zachowując przy tym doskonałe właściwości użytkowe. Idealne połączenie trwałości i możliwości tasowania. Koszulki Dragon Shield Art to numer 1 wśród koszulek z grafiką.
Solidne pudełko kartonowe pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach.
Na górze pudełka znajduje się etykieta do personalizacji.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";40.64;1;8;https://magiccafe.eu/wp-content/uploads/2023/10/AT-12036-DS100-ART-ROYALS-KING-MOTHAR_box-front_1200x1200px.jpg
Koszulki Dragon Shield Sleeves DS100 Classic – Gold;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 100 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10006-DS100-CLASSIC-GOLD-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Wraith;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Dual Matte
Wewnątrz koszulek Dual Matte znajdziesz całkowicie nieprzezroczyste, czarne wnętrze, które stanowi eleganckie tło dla kart o czarnych brzegach. Dzięki temu,  grafika Twojej karty będzie się wyróżniać.
Koszulki Dual Matte to koszulki o mniej teksturowanym tyle w porównaniu do regularnych koszulek Matte,  zachowują świetny chwyt i doskonale mieszają się podczas tasowania.
Tekstura matowa
Czarne wnętrze
Całkowicie nieprzezroczyste
Świetne koszulki do gier TCG takich jak MTG, Pokemon, Flesh & Blood i Digimon!
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";33.33;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/AT-15056-DS100-MATTE-DUAL-WRAITH-box_front_800x800px.png
Koszulki Sleeves Ultra Pro Machine Sidar Jabari of Zhalfir 100;Akcesoria/Koszulki na karty;"Wysyłka 29.01.2024!
Rozmiar Koszulek:
66 mm x 91 mm
Zestaw posiada 100 sztuk koszulek";40.56;1;6;https://magiccafe.eu/wp-content/uploads/2024/01/f1da3e54124cbf043e7cf6ae9ed64e3e.png
Koszulki Dragon Shield Sleeves DS100 Matte – Pink Diamond;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;7;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11039-DS100-MATTE-PINK_DIAMOND-box_front_1200x1200px.jpg
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Valor;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Dual Matte
Wewnątrz koszulek Dual Matte znajdziesz całkowicie nieprzezroczyste, czarne wnętrze, które stanowi eleganckie tło dla kart o czarnych brzegach. Dzięki temu,  grafika Twojej karty będzie się wyróżniać.
Koszulki Dual Matte to koszulki o mniej teksturowanym tyle w porównaniu do regularnych koszulek Matte,  zachowują świetny chwyt i doskonale mieszają się podczas tasowania.
Tekstura matowa
Czarne wnętrze
Całkowicie nieprzezroczyste
Świetne koszulki do gier TCG takich jak MTG, Pokemon, Flesh & Blood i Digimon!
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";33.33;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/AT-15059-DS100-MATTE-DUAL-VALOR_box_front_800x800px-1.png
Koszulki Dragon Shield Sleeves DS100 Classic – Night Blue;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 100 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;7;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10042-DS100-CLASSIC-NIGHT_BLUE-Box_front_1200x1200.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Apple Green;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;9;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11018-DS100-MATTE-APPLEGREEN-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Truth;Akcesoria/Koszulki na karty;"Koszulki PREMIUM na karty talię Pokemon MtG Magic Dual MATTE Truth 100 sz)
Koszulki Dual Matte Truth ilustrowane w rozmiarze CCG: 63,5x88mm pasujące idealnie np. do gry Magic: the Gathering. 100 sztukW pełni kryjące koszulki z czarnym wnętrzem, tworzącym eleganckie tło do czarnoramkowych kart.";33.33;1;5;https://magiccafe.eu/wp-content/uploads/2024/08/e300908bd86535d3c5ec2ada7a62b6cb.png
Koszulki 100 Gamegenic Just Sleeves Inner Sleeves;Akcesoria/Koszulki na karty;.;5.6;1;6;https://magiccafe.eu/wp-content/uploads/2023/09/f657bf6443ca883331f76bdb4fd205b1.png
Koszulki Dragon Shield Sleeves DS100 Brushed Art – Constellations Alaric;Akcesoria/Koszulki na karty;"„Koszulki – Rozmiar standardowy – Brushed Art
Koszulki Brushed Art łączą teksturowane tło z niesamowitą grafiką, zachowując przy tym doskonałe właściwości użytkowe. Idealne połączenie trwałości i możliwości tasowania. Koszulki mają lekko teksturowany tył, dzięki czemu karty przesuwają się bez wysiłku podczas tasowania. Solidne pudełko kartonowe pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach.
Na górze pudełka znajduje się etykieta do personalizacji.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½””x3½””)”";40.64;1;7;https://magiccafe.eu/wp-content/uploads/2023/10/AT-12089-DS100-BRUSHED-ART-ALARIC_box_front_800x800px.png
Koszulki na karty Blackfire Sleeves  Exact Fit Sleeves  Top Loading  100 szt;Akcesoria/Koszulki na karty;"Koszulki na karty Blackfire Sleeves  Exact Fit Sleeves  Top Loading  100 szt
Idealny produkt do gier karcianych typu Magic the Gathering";7.31;1;2;https://magiccafe.eu/wp-content/uploads/2023/09/8cde397054fdd846aedc80370c9c80c3.png
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Ember;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Dual Matte
Wewnątrz koszulek Dual Matte znajdziesz całkowicie nieprzezroczyste, czarne wnętrze, które stanowi eleganckie tło dla kart o czarnych brzegach. Dzięki temu,  grafika Twojej karty będzie się wyróżniać.
Koszulki Dual Matte to koszulki o mniej teksturowanym tyle w porównaniu do regularnych koszulek Matte,  zachowują świetny chwyt i doskonale mieszają się podczas tasowania.
Tekstura matowa
Czarne wnętrze
Całkowicie nieprzezroczyste
Świetne koszulki do gier TCG takich jak MTG, Pokemon, Flesh & Blood i Digimon!
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";33.33;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-15054-DS100-MATTE-DUAL-EMBER-box_front_800x800px.png
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Soul;Akcesoria/Koszulki na karty;"Koszulki PREMIUM na karty talię MtG Dual MATTE Shield Fioletowe Soul 100 sz
Koszulki Dual Matte Soul ilustrowane w rozmiarze CCG: 63,5x88mm pasujące idealnie np. do gry Magic: the Gathering. 100 sztuk
W pełni kryjące koszulki z czarnym wnętrzem, tworzącym eleganckie tło do czarnoramkowych kart.";33.33;1;1;https://magiccafe.eu/wp-content/uploads/2024/08/06551c06d7b0a08152ce8fa5efed5cba.jpg
Koszulki Dragon Shield Sleeves DS60 Classic – Yellow;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Klasyczne 60 sztuk
Klasyczne są oryginalnymi koszulkami Dragon Shield. Gładkie z błyszczącym tyłem i niezrównaną wytrzymałością uszczelnienia. Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 60 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Klasyczna grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;8;https://magiccafe.eu/wp-content/uploads/2023/10/AT-10714-DS60-CLASSIC-YELLOW-box_front_1200x1200px.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Jet;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11024-DS100-MATTE-JET-box_front-1200x1200-1.jpg
Koszulki Dragon Shield Sleeves DS Perfect Fit Sideloaders – Clear;Akcesoria/Koszulki na karty;"Koszulki – Idealne dopasowanie – Rozmiar standardowy – Wewnętrzne koszulki – Toploader
Koszulki Perfect Fit zapewniają lepszą ochronę kart. Te wewnętrzne koszulki idealnie dopasowują się do kart i mieszczą się we wszystkich standardowych koszulkach Dragon Shields. Używane przez profesjoanlistów koszulki Dragon Shield Perfect Fit są numerem 1 wśród wewnętrznych koszulek. Karty powinny być wkładane do koszulki Perfect Fit, a następnie wsuwane do koszulki standardowej rozmiarów, aby maksymalnie zwiększyć ochronę.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na torebkę
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Grubość 60 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";13.41;1;9;https://magiccafe.eu/wp-content/uploads/2023/10/AT-13101-DS-PF_SIDELOADER-CLEAR-bag-1200x1200-1.jpg
Koszulki na karty Sleeves Ultra Pro 100 Pro Fit;Akcesoria/Koszulki na karty;"Koszulki na karty Ultra Pro 100 Pro Fit
Mieszczš się wewnštrz standardowego rozmiaru koszulek Deck Protector
100 sztuk w foliowym opakowaniu.";9.75;1;6;https://magiccafe.eu/wp-content/uploads/2023/09/85313bf0e5f92fe348c03fb0aedd6de9.png
Koszulki Sleeves Streets of New Capenna Perrie, the Pulverizer;Akcesoria/Koszulki na karty;"Wysyłka 29.01.2024!
Rozmiar Koszulek:
66 mm x 91 mm
Zestaw zawiera 100 sztuk koszulek";42.27;1;1;https://magiccafe.eu/wp-content/uploads/2024/01/7d760f8cc1f3eb155c1ee4b8d7942bcd.png
Disney Lorcana Shimmering Skies Koszulki na karty Lorcana;Akcesoria/Koszulki na karty;Koszulki (protektory) ochronne w standardowym formacie. Protektory posiadają nadrukowaną grafikę taką jak pokazana na zdjęciu. W opakowaniu znajduje się 65 sztuk plastikowych osłonek na karty. Opis ze strony producenta w języku angielskim Each pack contains 65 matte-finish card sleeves featuring a Disney Lorcana TCG glimmer.;26.82;1;7;https://magiccafe.eu/wp-content/uploads/2024/08/06e5b94f1007b5ad83ac8d36266f1945-1200x1200.webp
Koszulki Dragon Shield Sleeves DS100 Dual Matte – Fury;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy – Dual Matte
Wewnątrz koszulek Dual Matte znajdziesz całkowicie nieprzezroczyste, czarne wnętrze, które stanowi eleganckie tło dla kart o czarnych brzegach. Dzięki temu,  grafika Twojej karty będzie się wyróżniać.
Koszulki Dual Matte to koszulki o mniej teksturowanym tyle w porównaniu do regularnych koszulek Matte,  zachowują świetny chwyt i doskonale mieszają się podczas tasowania.
Tekstura matowa
Czarne wnętrze
Całkowicie nieprzezroczyste
Świetne koszulki do gier TCG takich jak MTG, Pokemon, Flesh & Blood i Digimon!
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";33.33;1;3;https://magiccafe.eu/wp-content/uploads/2023/10/AT-15055-DS100-MATTE-DUAL-FURY-box_front_800x800px.png
Koszulki Dragon Shield Sleeves DS60J Brushed Art – 'Halloween’ 2022;Akcesoria/Koszulki na karty;"„Koszulki – Rozmiar standardowy – Brushed Art
Koszulki Brushed Art łączą teksturowane tło z niesamowitą grafiką, zachowując przy tym doskonałe właściwości użytkowe. Idealne połączenie trwałości i możliwości tasowania. Koszulki mają lekko teksturowany tył, dzięki czemu karty przesuwają się bez wysiłku podczas tasowania. Solidne pudełko kartonowe pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach.
Na górze pudełka znajduje się etykieta do personalizacji.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½””x3½””)”";40.64;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/AT-12609-DS60J-ART-HALLOWEEN_2022-box_front_800x800px.png
Koszulki Dragon Shield Sleeves DS100 Matte – Olive;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;9;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11040-DS100-MATTE-OLIVE-box_front_1200x1200px.jpg
Koszulki Dragon Shield Sleeves DS100 Matte – Night Blue;Akcesoria/Koszulki na karty;"Koszulki – Rozmiar standardowy
Koszulki Matte to popularna linia teksturowanych koszulek Dragon Shield. Idealne połączenie trwałości i możliwości tasowania. Wybór numer jeden wśród koszulek na karty.
Solidne pudełko z tektury pomieści 75+ kart w pojedynczych koszulkach lub 65+ kart w podwójnych koszulkach. Każde pudełko ma etykietę na górze do spersonalizowania.
Informacje o produkcie:
Ilość koszulek w pudełku/torebce: 100 koszulek na pudełko
Materiał koszulki: Koszulki z polipropylenu bez PVC, bez kwasu. Bezpieczne dla archiwów.
Jakość koszulki: Teksturowana grubość 120 μm
Rozmiar koszulki: Dla kart o wymiarach do 63×88 mm (2½”x3½”)";27.63;1;9;https://magiccafe.eu/wp-content/uploads/2023/10/AT-11042-DS100-MATTE-NIGHT_BLUE-Box_front-1200x1200-1.jpg
